customerID,Churn,ChurnFlag,tenure,tenure_band,MonthlyCharges,monthly_band,TotalCharges,customer_value,services_count,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Partner_bin,Dependents_bin,PhoneService_bin,PaperlessBilling_bin,OnlineSecurity_active,OnlineBackup_active,DeviceProtection_active,TechSupport_active,StreamingTV_active,StreamingMovies_active,MultipleLines_active
9650-VBUOG,No,0,38,25-48,25.05,"(18.249, 25.05]",963.95,951.9,1,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,1,1,0,0,0,0,0,0,0,1
3487-EARAT,No,0,70,49-72,74.1,"(58.83, 79.1]",5222.3,5187.0,5,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),1,1,1,0,1,1,1,1,0,1,0
2672-TGEFF,No,0,37,25-48,88.8,"(79.1, 94.25]",3340.55,3285.6,3,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,1,1,1,0,1,0,0,1,0,1
9231-ZJYAM,Yes,1,4,1-6,78.85,"(58.83, 79.1]",292.8,315.4,1,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,1,0,0
4250-WAROZ,No,0,60,49-72,93.25,"(79.1, 94.25]",5774.55,5595.0,4,Male,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,1,1,1,1,1,0,0,0,1,1
8184-WMOFI,No,0,62,49-72,71.4,"(58.83, 79.1]",4487.3,4426.8,4,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),1,1,1,0,1,0,1,1,0,1,0
6982-SSHFK,Yes,1,1,1-6,44.4,"(25.05, 58.83]",44.4,44.4,0,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
6092-QZVPP,No,0,36,25-48,79.2,"(79.1, 94.25]",2854.95,2851.2000000000003,5,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,0,1,1,1,0,1,1,1,1,0
4625-LAMOB,No,0,44,25-48,20.4,"(18.249, 25.05]",905.55,897.5999999999999,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
0727-BMPLR,Yes,1,55,49-72,100.0,"(94.25, 118.75]",5509.3,5500.0,4,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0,1,1,0,0,1,0,1,1,1
0392-BZIUW,No,0,72,49-72,105.0,"(94.25, 118.75]",7589.8,7560.0,5,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1,0,1,1,1,0,1,0,1,1,1
1038-ZAGBI,Yes,1,12,7-12,19.8,"(18.249, 25.05]",229.6,237.60000000000002,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1,1,1,0,0,0,0,0,0,0,0
6549-NNDYT,No,0,13,13-24,30.85,"(25.05, 58.83]",394.1,401.05,1,Female,0,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0,0,1,1,0,0,0,0,0,0
3027-ZTDHO,Yes,1,1,1-6,89.9,"(79.1, 94.25]",89.9,89.9,2,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,1,1,0
0422-OHQHQ,No,0,15,13-24,20.55,"(18.249, 25.05]",295.95,308.25,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1,1,1,0,0,0,0,0,0,0,0
6916-HIJSE,No,0,65,49-72,84.85,"(79.1, 94.25]",5459.2,5515.25,6,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0,1,1,1,1,1,1,1,1,0
2316-ESMLS,No,0,12,7-12,33.15,"(25.05, 58.83]",444.75,397.79999999999995,2,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),1,1,0,0,1,0,0,1,0,0,0
9778-OGKQZ,No,0,72,49-72,92.0,"(79.1, 94.25]",6782.15,6624.0,7,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1,0,1,1,1,1,1,1,1,1,1
7408-OFWXJ,No,0,72,49-72,89.8,"(79.1, 94.25]",6510.45,6465.599999999999,7,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1,1,1,0,1,1,1,1,1,1,1
6007-TCTST,No,0,72,49-72,115.8,"(94.25, 118.75]",8476.5,8337.6,7,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,1,1,1,1,1,1,1,1,1,1
2252-NKNSI,No,0,52,49-72,85.15,"(79.1, 94.25]",4461.85,4427.8,6,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0,1,1,1,1,1,0,1,1,1,1
8713-IGZSO,No,0,2,1-6,24.85,"(18.249, 25.05]",62.0,49.7,1,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,1
7905-TVXTA,No,0,5,1-6,64.35,"(58.83, 79.1]",352.65,321.75,3,Female,0,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,1,0,0,1,1,0,0
7695-PKLCZ,No,0,68,49-72,20.5,"(18.249, 25.05]",1424.9,1394.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
2382-BCKQJ,Yes,1,62,49-72,100.15,"(94.25, 118.75]",6413.65,6209.3,4,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,1,1,1,0,0,1,0,1,1,1
8374-UULRV,No,0,72,49-72,86.05,"(79.1, 94.25]",6309.65,6195.599999999999,6,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,0,1,0,1,1,0,1,1,1,1
2207-NHRJK,Yes,1,1,1-6,50.8,"(25.05, 58.83]",50.8,50.8,1,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,0,1,0,0,1,0,0,0,0,0
3224-DFQNQ,No,0,66,49-72,89.0,"(79.1, 94.25]",5898.6,5874.0,4,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,1,0,1,0,1,1,0,1,0,0,1
5275-PMFUT,No,0,72,49-72,64.8,"(58.83, 79.1]",4719.75,4665.599999999999,6,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1,1,0,1,1,1,1,1,1,1,0
4795-UXVCJ,No,0,26,25-48,19.8,"(18.249, 25.05]",457.3,514.8000000000001,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
9777-IQHWP,No,0,64,49-72,93.4,"(79.1, 94.25]",5822.3,5977.6,4,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),1,1,1,0,1,0,1,0,0,1,1
0947-MUGVO,Yes,1,20,13-24,73.65,"(58.83, 79.1]",1463.5,1473.0,1,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,1,0,0,0,0,0
9944-HKVVB,Yes,1,3,1-6,95.1,"(94.25, 118.75]",307.4,285.29999999999995,3,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,1,1,0
4124-MMETB,Yes,1,22,13-24,94.65,"(94.25, 118.75]",2104.55,2082.3,3,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,0,0,1,1,1
3671-SHRSP,Yes,1,4,1-6,80.6,"(79.1, 94.25]",319.15,322.4,2,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1,0,1,1,0,0,1,1,0,0,0
0979-MOZQI,No,0,62,49-72,39.0,"(25.05, 58.83]",2337.45,2418.0,2,Male,0,Yes,No,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1,0,0,1,0,0,0,1,1,0,0
2732-ISEZX,No,0,5,1-6,20.5,"(18.249, 25.05]",104.3,102.5,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,0
3313-QKNKB,Yes,1,59,49-72,85.55,"(79.1, 94.25]",5084.65,5047.45,2,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,1,0,1,0,0,0,0,0,0,1,1
0323-XWWTN,No,0,3,1-6,26.4,"(25.05, 58.83]",121.25,79.19999999999999,1,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,1,1,1,0,0,0,0,0,0,1
1937-OTUKY,No,0,72,49-72,98.2,"(94.25, 118.75]",7015.9,7070.400000000001,5,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1,0,1,1,1,0,1,1,1,0,1
1573-LGXBA,No,0,57,49-72,97.55,"(94.25, 118.75]",5598.0,5560.349999999999,4,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1,1,1,1,0,1,1,0,1,1,0
1764-VUUMT,No,0,66,49-72,19.95,"(18.249, 25.05]",1269.1,1316.7,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,1,1,0,0,0,0,0,0,0,0
5073-WXOYN,Yes,1,60,49-72,50.8,"(25.05, 58.83]",3027.4,3048.0,3,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,0,1,0,1,0,0,1,1,0
4713-ZBURT,No,0,45,25-48,99.7,"(94.25, 118.75]",4634.35,4486.5,4,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0,1,1,0,0,0,1,0,1,1,1
3050-GBUSH,No,0,3,1-6,34.8,"(25.05, 58.83]",113.95,104.39999999999999,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0,0,0,1,0,0,0,0,1,0,0
0207-MDKNV,Yes,1,15,13-24,105.1,"(94.25, 118.75]",1582.75,1576.5,5,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0,0,1,0,1,0,1,1,1,1,0
7876-AEHIG,No,0,51,49-72,60.15,"(58.83, 79.1]",3077.0,3067.65,5,Female,0,No,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0,1,0,0,1,0,1,1,1,1,0
7945-HLKEA,No,0,60,49-72,64.75,"(58.83, 79.1]",4039.5,3885.0,4,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,0,0,1,0,1,0,1,1,0,0,1
9342-VNIMQ,No,0,33,25-48,54.65,"(25.05, 58.83]",1665.2,1803.45,2,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0,1,1,0,1,0,0,0,0,1
9851-KIELU,Yes,1,10,7-12,110.1,"(94.25, 118.75]",1043.3,1101.0,6,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,1,1,1,1,1,1,0
3523-BRGUW,No,0,26,25-48,19.3,"(18.249, 25.05]",504.2,501.8,0,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
3908-BLSYF,Yes,1,6,1-6,83.9,"(79.1, 94.25]",497.55,503.40000000000003,2,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0,0,1,0,0,0,1,0,0,1,0
3199-NPKCN,No,0,67,49-72,111.25,"(94.25, 118.75]",7511.65,7453.75,6,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,0,1,1,1,0,1,1,1,1,1
5170-PTRKA,No,0,49,49-72,35.8,"(25.05, 58.83]",1782.0,1754.1999999999998,2,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),1,1,0,1,1,0,0,1,0,0,0
4661-NJEUX,No,0,1,1-6,20.05,"(18.249, 25.05]",20.05,20.05,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,1,1,0,0,0,0,0,0,0
2123-AGEEN,No,0,7,7-12,84.35,"(79.1, 94.25]",609.65,590.4499999999999,2,Female,1,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,0,1,0,0
1258-YMZNM,No,0,27,25-48,110.5,"(94.25, 118.75]",2857.6,2983.5,6,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0,0,1,1,1,1,1,0,1,1,1
0048-LUMLS,No,0,37,25-48,91.2,"(79.1, 94.25]",3247.55,3374.4,2,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),1,1,1,0,0,0,0,0,1,1,0
7549-MYGPK,Yes,1,63,49-72,100.55,"(94.25, 118.75]",6215.35,6334.65,5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,1,1,1,1,1,1,0,1,0,1
5898-IGSLP,No,0,31,25-48,89.3,"(79.1, 94.25]",2823.0,2768.2999999999997,4,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,1,1,1,0,1,0,1,1,0,0,1
3804-RVTGV,Yes,1,50,49-72,103.85,"(94.25, 118.75]",5017.9,5192.5,5,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,1,1,1,0,1,1,0,1,1,1
6259-WJQLC,No,0,32,25-48,81.1,"(79.1, 94.25]",2619.25,2595.2,2,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0,0,1,1,0,0,1,0,0,0,1
9227-LUNBG,Yes,1,1,1-6,24.6,"(18.249, 25.05]",24.6,24.6,0,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,0,0,0,0,0,0,0,0,0,0
7997-EASSD,No,0,63,49-72,81.2,"(79.1, 94.25]",4965.1,5115.6,2,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),1,0,1,1,0,0,0,1,0,0,1
0730-KOAVE,No,0,30,25-48,94.3,"(94.25, 118.75]",2679.7,2829.0,4,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0,1,1,1,1,0,0,0,1,1
8975-SKGRX,No,0,71,49-72,116.1,"(94.25, 118.75]",8310.55,8243.1,7,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,0,1,1,1,1,1,1,1,1,1
0678-RLHVP,No,0,53,49-72,105.55,"(94.25, 118.75]",5682.25,5594.15,5,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,0,0,1,0,0,1,1,0,1,1,1
4315-MURBD,Yes,1,12,7-12,98.9,"(94.25, 118.75]",1120.95,1186.8000000000002,4,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0,1,1,1,0,0,1,1,1,0
2267-FPIMA,No,0,50,49-72,94.4,"(94.25, 118.75]",4914.9,4720.0,4,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0,1,1,1,1,0,0,0,1,1
1051-GEJLJ,No,0,2,1-6,19.5,"(18.249, 25.05]",27.55,39.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
9734-YWGEX,Yes,1,9,7-12,98.3,"(94.25, 118.75]",923.5,884.6999999999999,4,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0,0,1,0,0,0,1,0,1,1,1
2719-BDAQO,Yes,1,17,13-24,93.85,"(79.1, 94.25]",1625.65,1595.4499999999998,3,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0,0,1,0,1,0,0,0,1,1,0
5285-MVEHD,No,0,56,49-72,105.6,"(94.25, 118.75]",6068.65,5913.599999999999,5,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1,0,1,1,1,1,1,0,1,1,0
0379-DJQHR,No,0,67,49-72,81.35,"(79.1, 94.25]",5398.6,5450.45,5,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1,1,1,0,1,1,1,0,1,1,0
0781-LKXBR,Yes,1,9,7-12,100.5,"(94.25, 118.75]",918.6,904.5,4,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,0,1,1,1
5543-QDCRY,No,0,4,1-6,56.4,"(25.05, 58.83]",234.85,225.6,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,1,0,0
0297-RBCSG,No,0,19,13-24,65.35,"(58.83, 79.1]",1231.85,1241.6499999999999,3,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0,0,1,1,0,1,0,1,0,1,0
4694-PHWFW,No,0,8,7-12,19.95,"(18.249, 25.05]",170.9,159.6,0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,1,1,0,0,0,0,0,0,0,0
0835-JKADZ,No,0,71,49-72,111.25,"(94.25, 118.75]",7984.15,7898.75,6,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,0,1,1,0,1,1,1,1,1,1
1907-UBQFC,Yes,1,10,7-12,72.85,"(58.83, 79.1]",688.65,728.5,1,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,0,0,0
7508-SMHXL,No,0,15,13-24,89.0,"(79.1, 94.25]",1288.3,1335.0,3,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0,0,1,0,0,1,0,0,1,0,1
3865-YIOTT,No,0,72,49-72,106.1,"(94.25, 118.75]",7848.5,7639.2,5,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1,1,1,1,1,0,1,0,1,1,1
5993-BQHEA,No,0,12,7-12,20.05,"(18.249, 25.05]",267.0,240.60000000000002,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0,1,0,0,0,0,0,0,0,0
6024-RUGGH,No,0,72,49-72,25.2,"(25.05, 58.83]",1798.9,1814.3999999999999,1,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1,1,1,1,0,0,0,0,0,0,1
6513-EECDB,Yes,1,1,1-6,73.55,"(58.83, 79.1]",73.55,73.55,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,0,0,1
3956-CJUST,No,0,23,13-24,75.4,"(58.83, 79.1]",1643.55,1734.2,1,Female,1,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0,1,1,1,0,0,0,0,0,0
4079-WWQQQ,No,0,72,49-72,65.55,"(58.83, 79.1]",4807.45,4719.599999999999,6,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0,0,1,1,1,1,1,1,1,0
6103-BOCOU,No,0,26,25-48,80.7,"(79.1, 94.25]",2193.0,2098.2000000000003,2,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,1,0,0,0,1
5149-TGWDZ,No,0,21,13-24,104.55,"(94.25, 118.75]",2239.4,2195.5499999999997,5,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0,0,1,1,0,1,1,1,1,1,0
7471-WNSUF,No,0,60,49-72,24.15,"(18.249, 25.05]",1505.9,1449.0,1,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1,0,1,0,0,0,0,0,0,0,1
8942-DBMHZ,No,0,12,7-12,20.45,"(18.249, 25.05]",255.35,245.39999999999998,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,1,0,0,0,0,0,0,0,0
4301-VVZKA,No,0,16,13-24,75.4,"(58.83, 79.1]",1189.4,1206.4,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,0,0,1
9199-PWQVC,No,0,63,49-72,79.7,"(79.1, 94.25]",4786.15,5021.1,5,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1,0,1,1,1,1,0,0,1,1,1
4824-GUCBY,No,0,22,13-24,81.7,"(79.1, 94.25]",1820.9,1797.4,2,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,0,1,0,1,1,0,0,0,0,0
5393-HJZSM,No,0,32,25-48,76.3,"(58.83, 79.1]",2404.15,2441.6,5,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),1,1,1,0,1,1,1,1,0,1,0
7074-IEVOJ,Yes,1,3,1-6,79.4,"(79.1, 94.25]",205.05,238.20000000000002,2,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,0,0,0,0,1
9625-QSTYE,Yes,1,13,13-24,81.15,"(79.1, 94.25]",952.3,1054.95,2,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,0,1,1,0,1,1,0,0,0,0
0862-PRCBS,No,0,68,49-72,103.75,"(94.25, 118.75]",7039.45,7055.0,5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1,1,1,1,0,1,0,1,1,1,1
8812-ZRHFP,No,0,30,25-48,86.45,"(79.1, 94.25]",2538.05,2593.5,2,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,1,1,1,0,0,0,1,0,0,1,0
5146-CBVOE,No,0,16,13-24,75.1,"(58.83, 79.1]",1212.85,1201.6,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,0,1,0,0,1,0,0,0,0,0
0454-OKRCT,No,0,33,25-48,80.6,"(79.1, 94.25]",2651.1,2659.7999999999997,2,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),0,0,1,0,0,1,0,1,0,0,0
5787-KXGIY,No,0,72,49-72,19.3,"(18.249, 25.05]",1304.8,1389.6000000000001,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,0,1,0,0,0,0,0,0,0,0
4750-ZRXIU,Yes,1,4,1-6,84.6,"(79.1, 94.25]",360.1,338.4,2,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0,1,1,0,0,0,0,0,1,1
4198-VFOEA,No,0,12,7-12,33.6,"(25.05, 58.83]",435.45,403.20000000000005,2,Female,0,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,0,0,0,1,1,0,0,1,0,0,0
6630-UJZMY,No,0,4,1-6,83.25,"(79.1, 94.25]",308.05,333.0,2,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,1,1,0,0,0,0,1,0,1
5709-LVOEQ,No,0,0,0,80.85,"(79.1, 94.25]",0.0,0.0,5,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,1,1,1,0,1,1,1,0,1,1,0
